movie_title;imdb_score;movie_facebook_likes
Crop Circles: Quest for Truth;7.0;32
Light from the Darkroom;8.0;9
Irreplaceable;7.2;36
The Maid's Room;4.5;128
A Hard Day's Night;7.7;0
The Harvest/La Cosecha;7.2;88
Love Letters;6.1;7
Julija in alfa Romeo;6.4;18
Fireproof;6.5;0
Faith Connections;7.0;126
Benji;6.1;816
Open Water;5.7;0
High Road;5.4;244
Kingdom of the Spiders;5.9;0
Mad Hot Ballroom;7.5;588
The Station Agent;7.7;0
To Save a Life;7.1;0
Wordplay;7.4;694
Beyond the Mat;7.6;491
The Singles Ward;6.4;43
Osama;7.4;0
Sholem Aleichem: Laughing in the Darkness;6.8;287
Groove;6.5;0
The R.M.;6.0;44
Twin Falls Idaho;7.3;180
Mean Creek;7.3;1000
Hurricane Streets;6.5;51
Never Again;6.0;139
Civil Brand;5.3;86
Lonesome Jim;6.6;238
Drinking Buddies;6.1;0
Deceptive Practice: The Mysteries and Mentors of Ricky Jay;7.1;590
Seven Samurai;8.7;11000
The Other Dream Team;8.4;0
Johnny Suede;5.8;344
Finishing the Game: The Search for a New Bruce Lee;6.2;155
Rubber;5.8;46000
Home;6.7;26000
Kiss the Bride;5.7;60
The Slaughter Rule;6.1;183
Monsters;6.4;19000
The Californians;5.0;29
The Living Wake;6.5;339
Detention of the Dead;4.6;898
Crazy Stone;7.7;23
Scott Walker: 30 Century Man;7.3;808
Everything Put Together;6.6;22
Good Kill;6.4;0
Insomnia Manica;5.8;0
The Outrageous Sophie Tucker;7.2;16
Now Is Good;7.2;0
Girls Gone Dead;3.5;0
America Is Still the Place;7.5;337
Subconscious;2.2;353
Crossroads;3.3;0
Enter Nowhere;6.6;701
The King of Najayo;6.9;126
Fight to the Finish;4.0;381
Alleluia! The Devil's Carnival;7.4;707
The Sound and the Shadow;8.3;70
Rodeo Girl;5.7;0
Born to Fly: Elizabeth Streb vs. Gravity;6.8;44
The Little Ponderosa Zoo;5.2;9
Oz the Great and Powerful;6.4;60000
The Toxic Avenger;6.2;0
Straight Out of Brooklyn;5.9;123
Bloody Sunday;7.7;0
Diamond Ruff;4.3;62
Conversations with Other Women;7.1;0
Poultrygeist: Night of the Chicken Dead;6.2;0
Mutual Friends;6.8;31
42nd Street;7.7;439
Rise of the Entrepreneur: The Search for a Better Way;8.2;460
Metropolitan;7.5;865
As It Is in Heaven;7.6;0
Roadside;4.1;61
Napoleon Dynamite;6.9;0
Blue Ruin;7.1;0
Paranormal Activity;6.3;12000
Dogtown and Z-Boys;7.7;0
Monty Python and the Holy Grail;8.3;14000
Quinceañera;7.1;426
Gory Gory Hallelujah;4.7;39
Heroes;7.7;0
Tarnation;7.2;754
I Want Your Money;5.1;638
Love in the Time of Monsters;5.4;194
The Beyond;6.9;2000
Home Movies;8.2;526
What Happens in Vegas;6.1;0
The Dark Hours;6.1;166
My Beautiful Laundrette;6.9;0
Fabled;5.8;7
Show Me;6.0;12
Cries & Whispers;8.2;0
Intolerance: Love's Struggle Throughout the Ages;8.0;691
Trekkies;7.0;672
The Broadway Melody;6.3;167
The Evil Dead;7.6;12000
Maniac;6.1;0
Censored Voices;7.2;111
Murderball;7.8;0
American Ninja 2: The Confrontation;4.7;583
51 Birch Street;7.5;70
Revolution;6.7;17000
Rotor DR1;3.4;240
Halloween;7.9;12000
12 Angry Men;8.9;40000
My Dog Tulip;6.9;675
It Happened One Night;8.2;0
Dogtooth;7.3;13000
Tupac: Resurrection;8.0;0
Tumbleweeds;6.7;121
The Prophecy;6.6;0
When the Cat's Away;6.9;166
Pieces of April;7.1;0
The Big Swap;5.6;29
Old Joy;6.7;594
Wendy and Lucy;7.1;0
3 Backyards;5.2;92
Pierrot le Fou;7.7;2000
Sisters in Law;7.5;50
Ayurveda: Art of Being;7.6;379
Nothing But a Man;8.1;363
First Love, Last Rites;5.5;26
Fighting Tommy Riley;6.6;30
Royal Kill;3.2;53
Across the Universe;7.4;14000
The Looking Glass;6.6;175
Death Race 2000;6.2;0
Locker 13;4.8;261
Midnight Cabaret;4.5;4
Anderson's Cross;7.2;7
Bizarre;4.3;114
Graduation Day;4.5;249
Some Guy Who Kills People;6.4;0
Compliance;6.4;0
Chasing Amy;7.3;0
Lovely & Amazing;6.9;169
Death Calls;4.3;16
Better Luck Tomorrow;7.2;661
The Incredibly True Adventure of Two Girls in Love;6.5;423
Chuck & Buck;6.6;170
American Desi;6.7;133
Amidst the Devil's Wings;4.3;17
Cube;7.3;11000
Love and Other Catastrophes;6.4;46
I Married a Strange Person!;7.0;178
November;5.5;98
Like Crazy;6.7;12000
Teeth and Blood;4.3;85
Sugar Town;6.1;93
The Motel;6.8;62
The Canyons;3.9;0
Happy Valley;8.5;10000
On the Outs;6.9;122
Shotgun Stories;7.3;773
Exam;6.9;14000
The Sticky Fingers of Time;6.3;67
Sunday School Musical;2.5;777
Rust;5.7;141
Ink;7.0;11000
The Christmas Bunny;6.2;0
Jesus People;6.9;0
Butterfly;4.5;76
UnDivided;7.8;53
The Frozen;4.4;519
The Love Letter;7.4;515
Horse Camp;6.6;71
Give Me Shelter;8.0;199
The Big Parade;8.3;226
Little Big Top;6.5;72
Along the Roadside;7.1;231
Bronson;7.1;22000
Western Religion;4.0;244
Burn;7.5;801
Urbania;7.0;72
The Stewardesses;4.0;17
The Beast from 20,000 Fathoms;6.7;465
20,000 Leagues Under the Sea;7.2;0
Mad Max;7.0;10000
Swingers;7.4;0
A Fistful of Dollars;8.0;0
She Done Him Wrong;6.5;328
Short Cut to Nirvana: Kumbh Mela;7.2;30
The Grace Card;6.4;0
Middle of Nowhere;6.5;569
3;6.8;2000
The Business of Fancydancing;6.9;96
Call + Response;7.5;26
Side Effects;7.1;29000
Malevolence;5.1;198
Shooting the Warwicks;6.2;47
Super Hybrid;3.9;0
Baghead;6.0;443
Solitude;6.8;267
The Case of the Grinning Cat;7.4;44
Ordet;8.1;863
Good Dick;6.5;0
The Man from Earth;8.0;46000
The Trials of Darryl Hunt;7.7;246
An American Girl Holiday;7.2;90
Yesterday Was a Lie;5.4;83
Theresa Is a Mother;6.7;38
H.;6.3;142
Archaeology of a Woman;8.1;66
Children of Heaven;8.5;0
Weekend;7.7;0
She's Gotta Have It;6.5;406
Butterfly Girl;8.7;88
The World Is Mine;6.5;34
Another Earth;7.0;21000
The Calling;5.8;0
Sweet Sweetback's Baadasssss Song;5.5;566
Perfect Cowboy;7.0;65
Tadpole;6.3;132
Once;7.9;26000
The Woman Chaser;7.3;73
The Horse Boy;7.4;0
When the Lights Went Out;5.4;0
Heroes of Dirt;7.1;197
The Texas Chain Saw Massacre;7.5;0
A Charlie Brown Christmas;8.4;0
Antarctic Edge: 70° South;7.0;215
Aroused;5.3;207
Top Spin;7.1;116
Roger & Me;7.5;667
Cat People;6.1;0
An American in Hollywood;7.2;72
Sound of My Voice;6.7;0
The Brain That Sings;8.2;54
The Blood of My Brother;6.6;14
Your Sister's Sister;6.7;3000
Romantic Schemer;5.1;0
A Dog's Breakfast;7.0;377
A Dog's Breakfast;7.0;377
Night of the Living Dead;8.0;0
Une Femme Mariée;7.4;187
The Birth of a Nation;5.4;0
The Work and the Story;5.7;0
Facing the Giants;6.7;0
The Gallows;4.2;0
Eraserhead;7.4;0
Over the Hill to the Poorhouse;4.8;0
Hollywood Shuffle;7.0;471
The Mighty;7.3;0
Penitentiary;5.8;157
The Lost Skeleton of Cadavra;7.0;0
Dude, Where's My Dog?!;3.2;178
Cheap Thrills;6.8;0
Indie Game: The Movie;7.7;0
Closure;5.6;246
Open Secret;7.1;10
Echo Dr.;3.6;17
The Night Visitor;6.8;65
The Past is a Grotesque Animal;7.6;82
The Last House on the Left;6.6;0
Peace, Propaganda & the Promised Land;8.3;110
Pi;7.5;24000
I Love You, Don't Touch Me!;5.4;97
20 Dates;5.3;30
Queen Crab;4.5;34
Super Size Me;7.3;0
The FP;5.6;0
Happy Christmas;5.6;812
The Brain That Wouldn't Die;4.1;1000
Tiger Orange;6.8;182
Supporting Characters;6.3;209
Absentia;5.8;3000
The Brothers McMullen;6.6;265
The Dirties;6.7;1000
Gabriela;6.4;114
Tiny Furniture;6.3;0
Hayride;3.4;284
The Naked Ape;4.7;2
Counting;6.0;5
The Call of Cthulhu;7.3;0
Bending Steel;7.9;33
The Signal;6.1;10000
The Image Revolution;7.4;83
This Is Martin Bonner;6.6;234
A True Story;5.5;72
George Washington;7.5;451
Smiling Fish & Goat on Fire;7.6;0
Dawn of the Crescent Moon;5.0;87
Raymond Did It;3.2;239
The Last Waltz;8.2;0
Run, Hide, Die;3.7;225
The Exploding Girl;6.3;377
The Legend of God's Gun;4.1;13
Mutual Appreciation;6.9;91
Her Cry: La Llorona Investigation;5.4;48
Down Terrace;6.5;535
Clerks;7.8;0
Pink Narcissus;6.7;85
Funny Ha Ha;6.4;108
In the Company of Men;7.3;489
Sabotage;5.7;10000
Manito;7.0;61
Rampage;6.3;0
Slacker;7.1;2000
Dutch Kills;4.8;33
Dry Spell;3.3;200
Flywheel;6.9;725
Exeter;4.6;0
The Ridges;3.0;33
The Puffy Chair;6.6;297
Stories of Our Lives;7.4;45
Breaking Upwards;6.2;324
All Superheroes Must Die;4.0;835
Pink Flamingos;6.1;0
Clean;6.9;171
The Circle;7.5;697
Tin Can Man;6.7;105
The Cure;7.4;817
On the Downlow;6.1;22
"Sanctuary; Quite a Conundrum";5.4;424
Bang;6.4;20
Primer;7.0;19000
Cavite;6.3;74
El Mariachi;6.9;0
The Mongol King;7.8;4
Newlyweds;6.4;413
Signed Sealed Delivered;7.7;84
The Following;7.5;32000
A Plague So Pleasant;6.3;16
Shanghai Calling;6.3;660
My Date with Drew;6.6;456
